Functions, Ethereum, Polygon, Celo, Avalanche, Hedera Hashgraph, Binance smart chain, Arbitrum, Optimism, Fantom, Tron, Conflux
registerFunction,8.21262853200547,0.00062226454368,0.00027497838784,0.045192355,0.013570738666666667,0.21780834399999996,0.00000486772,0.000012565534405948299,0.00001887248063251688,0.91137270432,0.000005299455
registerPlatform,8.21262853200547,0.00062226454368,0.00027497838784,0.045192355,0.013570738666666667,0.21780834399999996,0.00000486772,0.000012565534405948299,0.00001887248063251688,0.9299274862799999,0.000005235935400000001
storePassword,14.312913240156854,0.00110560027152,0.0004885756739200001,0.08029680250000001,0.013570738666666667,0.386997172,0.000008649036000000002,0.000022326170753911484,0.00003353167109377852,2.02412162628,0.0000090415719
getPassword,0,0,0,0,0.013570738666666667,0,0,0,0,0,0
freezeAccount,13.678413001087558,0.00105144812568,0.0004646458680000001,0.07636396875,0.013570738666666667,0.36804255,0.00000822525,0.0000190315812233002,0.00003188948615511232,1.9587996519000002,0.000008688705750000001
